auditId,sourceLine,company,country,ownerIndex,investmentFirm,ownershipVehicle,ownerInvestmentYear,topLevelInvestmentYear,exitYear,status,dateBasis,priority,flags,evidenceMilestones,earlierSignals,sourceUrls,proposedYear,evidenceUrl,reviewerNotes
evolugen__owner-1__brookfield-asset-management,9556,Evolugen,Canada,1,Brookfield Asset Management,n.a.,1999,1999,,Active,transactional_unspecified,none,,"1999 | Financing | Brookfield established the Canadian renewable energy business that later became Evolugen, beginning with three hydro stations on the Lièvre River in Quebec.",,https://evolugen.com/ | https://evolugen.com/history/ | https://ca.linkedin.com/company/evolugen,,,
gatx-wells-fargo-rail-joint-venture__owner-1__brookfield-asset-management,9584,GATX / Wells Fargo Rail Joint Venture,United States / Canada,1,Brookfield Asset Management,n.a.,2026,2026,,Active,close,none,,"2026 | Other | The joint venture assumed ownership of approximately 101,000 railcars under operating lease at closing, with GATX holding 30% and Brookfield holding 70%. || 2026 | Acquisition | Brookfield separately acquired a finance lease portfolio of approximately 22,000 railcars and about 400 locomotives. || 2026 | Founding | GATX / Wells Fargo Rail Joint Venture was founded. || Jan 1, 2026 | Acquisition | GATX and Brookfield Infrastructure completed the acquisition of Wells Fargo's rail operating lease portfolio through their joint venture.",,https://www.businesswire.com/news/home/20260105254734/en/GATX-Corporation-and-Brookfield-Infrastructure-Complete-Acquisition-of-Wells-Fargos-Rail-Assets | https://www.sec.gov/Archives/edgar/data/40211/000004021126000024/gatx-20260101.htm | https://newsroom.wf.com/news-releases/news-details/2025/Wells-Fargo-Enters-into-Agreement-to-Sell-Rail-Equipment-Assets/default.aspx | https://www.freightwaves.com/news/gatx-brookfield-complete-buy-of-wells-fargo-rail-leasing | https://www.gatx.com/news/gatx-and-brookfield-complete-acquisition-of-wells-fargos-rail-assets/,,,
genesee-wyoming-inc__owner-1__brookfield-asset-management,9616,Genesee & Wyoming Inc.,United States / Canada,1,Brookfield Asset Management,n.a.,2019,2019,,Active,close,none,,"Jul 1, 2019 | Acquisition | Brookfield Infrastructure and GIC announced an agreement to acquire Genesee & Wyoming for approximately $8.4 billion. || Dec 30, 2019 | Acquisition | Genesee & Wyoming announced completion of the sale to Brookfield Infrastructure and GIC.",,https://www.gwrr.com/ | https://www.gwrr.com/about/history | https://bip.brookfield.com/press-releases/bip/genesee-wyoming-inc-be-acquired-brookfield-infrastructure-and-gic-84-billion | https://media.gwrr.com/press-releases/news-details/2019/Genesee--Wyoming-Announces-Completion-of-Sale-to-Brookfield-Infrastructure-and-GIC/default.aspx | https://www.gic.com.sg/newsroom/news/gic-and-brookfield-infrastructure-to-acquire-genesee-wyoming/,,,
genesee-wyoming-inc__owner-2__gic,9616,Genesee & Wyoming Inc.,United States / Canada,2,GIC,n.a.,2019,2019,,Active,close,none,,"Jul 1, 2019 | Acquisition | Brookfield Infrastructure and GIC announced an agreement to acquire Genesee & Wyoming for approximately $8.4 billion. || Dec 30, 2019 | Acquisition | Genesee & Wyoming announced completion of the sale to Brookfield Infrastructure and GIC.",,https://www.gwrr.com/ | https://www.gwrr.com/about/history | https://bip.brookfield.com/press-releases/bip/genesee-wyoming-inc-be-acquired-brookfield-infrastructure-and-gic-84-billion | https://media.gwrr.com/press-releases/news-details/2019/Genesee--Wyoming-Announces-Completion-of-Sale-to-Brookfield-Infrastructure-and-GIC/default.aspx | https://www.gic.com.sg/newsroom/news/gic-and-brookfield-infrastructure-to-acquire-genesee-wyoming/,,,
genesee-wyoming-inc__owner-3__gic,9616,Genesee & Wyoming Inc.,United States / Canada,3,GIC,Brookfield Infrastructure Partners,2019,2019,,Active,close,none,,"Jul 1, 2019 | Acquisition | Brookfield Infrastructure and GIC announced an agreement to acquire Genesee & Wyoming for approximately $8.4 billion. || Dec 30, 2019 | Acquisition | Genesee & Wyoming announced completion of the sale to Brookfield Infrastructure and GIC.",,https://www.gwrr.com/ | https://www.gwrr.com/about/history | https://bip.brookfield.com/press-releases/bip/genesee-wyoming-inc-be-acquired-brookfield-infrastructure-and-gic-84-billion | https://media.gwrr.com/press-releases/news-details/2019/Genesee--Wyoming-Announces-Completion-of-Sale-to-Brookfield-Infrastructure-and-GIC/default.aspx | https://www.gic.com.sg/newsroom/news/gic-and-brookfield-infrastructure-to-acquire-genesee-wyoming/,,,
geronimo-power__owner-1__brookfield-asset-management,9651,Geronimo Power,United States,1,Brookfield Asset Management,Brookfield Global Transition Fund II,2025,2025,,Active,close,none,,"May 30, 2025 | Acquisition | National Grid completed the sale of National Grid Renewables to Brookfield Asset Management and institutional partners, including Brookfield Renewable Partners.",,https://geronimopower.com/ | https://geronimopower.com/our-history/ | https://www.nationalgrid.com/media-centre/press-releases/completion-of-sale-of-national-grid-renewables | https://geronimopower.com/press-release/national-grid-renewables-to-move-forward-as-geronimo-power/ | https://www.nationalgrid.com/media-centre/press-releases/sale-national-grid-renewables | https://privatewealth.brookfield.com/sites/default/files/funds/tender-offer-funds/brookfield-infrastructure-income-fund-presentation.pdf,,,
holtwood-and-safe-harbor-hydroelectric-facilities__owner-1__brookfield-asset-management,9683,Holtwood and Safe Harbor Hydroelectric Facilities,United States,1,Brookfield Asset Management,n.a.,2014,2014,,Active,close,none,,"Mar 28, 2014 | Acquisition | Brookfield Renewable and institutional partners completed the acquisition of an initial 33% economic interest in Safe Harbor. || May 15, 2014 | Acquisition | Brookfield Renewable announced an agreement to acquire the remaining interest in the 417 MW Safe Harbor hydro facility. || Aug 8, 2014 | Acquisition | Brookfield Renewable completed its acquisition of the remaining interest in Safe Harbor.",,https://bam.brookfield.com/press-releases/brookfield-and-google-sign-hydro-framework-agreement-deliver-3000-mw-homegrown | https://holtwoodrelicensing.brookfieldusprojects.com/ | https://bep.brookfield.com/press-releases/bep/brookfield-renewable-completes-us-hydro-acquisition | https://bep.brookfield.com/press-releases/bep/brookfield-renewable-acquires-remaining-interest-417-mw-safe-harbor | https://bep.brookfield.com/press-releases/bep/brookfield-renewable-completes-safe-harbor-acquisition | https://bep.brookfield.com/press-releases/bep/brookfield-renewable-acquire-292-mw-hydroelectric-portfolio-pennsylvania | https://www.prnewswire.com/news-releases/talen-energy-completes-sale-of-pennsylvania-hydroelectric-plants-300244898.html,,,
homeserve-north-america__owner-1__brookfield-asset-management,9716,HomeServe North America,United States / Canada,1,Brookfield Asset Management,Brookfield Infrastructure Income Fund,2023,2023,,Active,close,none,,"Jan 4, 2023 | Acquisition | HomeServe's scheme of arrangement became effective and Brookfield completed the acquisition of HomeServe plc.",,https://www.homeserve.com/en-us/about-us/ | https://www.homeserve.com/en-us/media/homeserve-celebrates-20-years-of-service-in-north-america/?gm-vt=1 | https://www.homeserve.com/media/homeserve-15-years | https://www.homeservegroup.com/media/hakp200s/18-05-2022-equity-commitment-letter-bif-iv.pdf | https://www.homeservegroup.com/media/aushw3ru/scheme-of-arrangement-becomes-effective-4-jan-23.pdf,,,
hotwire-communications__owner-1__brookfield-asset-management,9748,Hotwire Communications,United States,1,Brookfield Asset Management,n.a.,2025,2025,,Active,close,none,,"Sep 3, 2025 | Acquisition | Brookfield Infrastructure completed its acquisition of control of Hotwire Communications. || Sep 3, 2025 | Acquisition | Brookfield later disclosed that it had acquired control of Hotwire Communications. || Jun 13, 2025 | Acquisition | Hotwire announced a strategic investment by Brookfield Infrastructure and Brookfield's agreement to acquire Blackstone's stake.",,https://www.hotwirecommunication.com/ | https://www.blackstone.com/news/press/blackstone-announces-investment-in-hotwire-communications-in-partnership-with-founders/ | https://bip.brookfield.com/sites/bip-brookfield-ir/files/Brookfield-BIP-IR-V2/2025/Q2/corporate-profile-august-2025-vf.pdf | https://hotwirecommunications.com/who-we-are/ | https://hotwirecommunications.com/in-the-news/hotwire-communications-announces-strategic-investment-by-brookfield-infrastructure-new-york-and-fort-lauderdale | https://bip.brookfield.com/sites/bip-brookfield-ir/files/Brookfield-BIP-IR-V2/2025/Q3/bip-q3-2025-6k.pdf,,,
hotwire-communications__owner-2__blackstone,9748,Hotwire Communications,United States,2,Blackstone,Blackstone Infrastructure Partners,2021,2025,2025,Realized,announced,none,secondary_owner_year_differs_from_display_year,"Apr 29, 2021 | Financing | Blackstone announced its investment in Hotwire Communications in partnership with the founders.",,https://www.hotwirecommunication.com/ | https://www.blackstone.com/news/press/blackstone-announces-investment-in-hotwire-communications-in-partnership-with-founders/ | https://bip.brookfield.com/sites/bip-brookfield-ir/files/Brookfield-BIP-IR-V2/2025/Q2/corporate-profile-august-2025-vf.pdf | https://hotwirecommunications.com/who-we-are/ | https://hotwirecommunications.com/in-the-news/hotwire-communications-announces-strategic-investment-by-brookfield-infrastructure-new-york-and-fort-lauderdale | https://bip.brookfield.com/sites/bip-brookfield-ir/files/Brookfield-BIP-IR-V2/2025/Q3/bip-q3-2025-6k.pdf,,,
intel-arizona-joint-venture__owner-1__brookfield-asset-management,9782,Intel Arizona Joint Venture,United States,1,Brookfield Asset Management,Brookfield Infrastructure Fund V,2022,2022,,Active,close,none,,"2022 | Founding | Intel Arizona Joint Venture was founded. || 2022 | Expansion | The joint venture supported construction of new semiconductor manufacturing capacity at Intel's Ocotillo campus in Chandler. || Q4 2022 | Financing | Intel closed the Brookfield transaction, forming Arizona Fab LLC with Intel owning 51% and Brookfield owning 49%. || Aug 23, 2022 | Financing | Brookfield Infrastructure and Intel announced a definitive agreement for Brookfield to fund up to $15 billion for Intel's Arizona fab expansion.",,https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-signs-definitive-agreement-intel | https://www.intc.com/news-events/press-releases/detail/1568/intel-advances-smart-capital-introduces-first-of-its-kind | https://www.sec.gov/Archives/edgar/data/50863/000119312522226986/d388434dex101.htm | https://www.sec.gov/Archives/edgar/data/50863/000005086323000006/intc-20221231.htm,,,
inter-pipeline-ltd__owner-1__brookfield-asset-management,9813,Inter Pipeline Ltd.,Canada,1,Brookfield Asset Management,n.a.,2021,2021,,Active,close,none,,"Jun 2, 2021 | Acquisition | Brookfield Infrastructure announced an increased offer to acquire Inter Pipeline. || Oct 28, 2021 | Acquisition | Brookfield Infrastructure announced completion of its strategic acquisition of Inter Pipeline.",,https://interpipeline.com/ | https://interpipeline.com/news-releases/brookfield-infrastructure-closes-strategic-acquisition-of-inter-pipeline/ | https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-announces-intention-launch-superior-revised-cash-and | https://bip.brookfield.com/sites/bip-brookfield-ir/files/Brookfield-BIP-IR-V2/2024/bip-2024-20-f-vf.pdf,,,
luminace__owner-1__brookfield-asset-management,9841,Luminace,United States / Canada,1,Brookfield Asset Management,n.a.,2021,2021,,Active,close,none,,"Jul 21, 2021 | Financing | Brookfield Renewable's Luminace platform announced completion of its brand launch and identified itself as a Brookfield Renewable company.",,https://www.globenewswire.com/news-release/2021/07/21/2266346/0/en/luminace-a-leading-provider-of-decarbonization-as-a-service-solutions-in-north-america-announces-brand-launch.html | https://luminace.com/ | https://luminace.com/about-us/ | https://bep.brookfield.com/press-releases/bep/brookfield-renewable-reports-strong-2025-results-and-announces-5-distribution | https://www.temasek.com.sg/en/news-and-resources/stories/future/building-for-resilience-a-strategic-approach-to-long-term-growth | https://op.europa.eu/en/publication-detail/-/publication/09fff9b3-b64e-11f0-b37f-01aa75ed71a1/language-en,,,
luminace__owner-2__temasek,9841,Luminace,United States / Canada,2,Temasek,n.a.,2025,2021,,Active,close,none,secondary_owner_year_differs_from_display_year,2025 | Divestiture | Brookfield Renewable completed a majority sale of Luminace as part of its capital-recycling program. || 2025 | Financing | Temasek invested in Luminace.,,https://www.globenewswire.com/news-release/2021/07/21/2266346/0/en/luminace-a-leading-provider-of-decarbonization-as-a-service-solutions-in-north-america-announces-brand-launch.html | https://luminace.com/ | https://luminace.com/about-us/ | https://bep.brookfield.com/press-releases/bep/brookfield-renewable-reports-strong-2025-results-and-announces-5-distribution | https://www.temasek.com.sg/en/news-and-resources/stories/future/building-for-resilience-a-strategic-approach-to-long-term-growth | https://op.europa.eu/en/publication-detail/-/publication/09fff9b3-b64e-11f0-b37f-01aa75ed71a1/language-en,,,
metergy-solutions__owner-1__brookfield-asset-management,9875,Metergy Solutions,United States / Canada,1,Brookfield Asset Management,n.a.,2018,2018,,Active,close,none,,"Oct 16, 2018 | Acquisition | Brookfield Infrastructure completed its acquisition of Enercare, including the submetering platform later branded Metergy Solutions.",,https://www.metergysolutions.com/about-metergy | https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-completes-c43-billion-acquisition-enercare-inc | https://www.metergysolutions.com/conditions-of-service-canada-march-2026 | https://www.metergysolutions.com/conditions-of-service-united-states-2025 | https://ems3.com/,,,
northriver-midstream-inc__owner-1__brookfield-asset-management,9904,NorthRiver Midstream Inc.,Canada,1,Brookfield Asset Management,n.a.,2018,2018,,Active,close,none,,"Jul 4, 2018 | Acquisition | Brookfield Infrastructure announced a definitive agreement to acquire Enbridge's western Canadian gas gathering and processing business. || Oct 1, 2018 | Acquisition | Enbridge and Brookfield Infrastructure closed the provincially regulated portion of the Canadian gas gathering and processing transaction.",,https://www.nrm.ca/ | https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-acquire-western-canadian-midstream-business | https://bip.brookfield.com/press-releases/bip/enbridge-and-brookfield-infrastructure-announce-closing-provincially-regulated | https://www.enbridge.com/media-center/news/details?id=123605&lang=en | https://www.nrm.ca/2019/12/31/news-release-3/,,,
ontario-wind__owner-1__brookfield-asset-management,9936,Ontario Wind,Canada,1,Brookfield Asset Management,Brookfield Infrastructure Income Fund,2022,2022,,Active,close,none,,Nov 2022 | Acquisition | Brookfield Infrastructure Income Fund reports identify the Ontario Wind investment as acquired in November 2022.,,https://privatewealth.brookfield.com/sites/default/files/funds/tender-offer-funds/financial-reports/brookfield-infrastructure-income-fund-annual-report.pdf | https://privatewealth.brookfield.com/sites/default/files/funds/tender-offer-funds/corporate-governance/brookfield-infrastructure-income-fund-holdings-q3.pdf | https://privatewealth.brookfield.com/sites/default/files/funds/tender-offer-funds/brookfield-infrastructure-income-fund-presentation.pdf,,,
origis-energy__owner-1__brookfield-asset-management,9962,Origis Energy,United States,1,Brookfield Asset Management,Brookfield Infra Structured Solutions,2025,2025,,Active,announced,none,,"Jan 15, 2025 | Financing | Origis announced a strategic investment of more than $1 billion from Brookfield and Antin, welcoming Brookfield as a new significant investor.",,https://origisenergy.com/ | https://www.antin-ip.com/media/our-news/antin-infrastructure-partners-become-majority-shareholder-origis-energy-leading-us | https://www.marketscreener.com/quote/stock/ANTIN-INFRASTRUCTURE-PART-127080817/news/Antin-Flagship-Fund-IV-a-fund-manged-by-Antin-Infrastructure-Partners-S-A-entered-into-a-definitiv-36717620/ | https://origisenergy.com/insights/antin-infrastructure-partners-to-become-majority-shareholder-in-origis-energy-a-leading-u-s-renewable-energy-platform/ | https://origisenergy.com/insights/origis-energy-secures-1-billion-strategic-investment-from-brookfield-and-antin/ | https://www.antin-ip.com/investments/origis-energy/ | https://origisenergy.com/about-us/our-history/ | https://origisenergy.com/insights/origis-energy-celebrates-15-years-of-accelerating-the-transition-to-a-carbon-free-future/,,,
origis-energy__owner-2__antin-infrastructure-partners,9962,Origis Energy,United States,2,Antin Infrastructure Partners,Antin Flagship Fund IV,2021,2025,,Active,announced,none,secondary_owner_year_differs_from_display_year,"Oct 18, 2021 | Acquisition | Antin Flagship Fund IV announced a definitive agreement to acquire a majority stake in Origis Energy.",,https://origisenergy.com/ | https://www.antin-ip.com/media/our-news/antin-infrastructure-partners-become-majority-shareholder-origis-energy-leading-us | https://www.marketscreener.com/quote/stock/ANTIN-INFRASTRUCTURE-PART-127080817/news/Antin-Flagship-Fund-IV-a-fund-manged-by-Antin-Infrastructure-Partners-S-A-entered-into-a-definitiv-36717620/ | https://origisenergy.com/insights/antin-infrastructure-partners-to-become-majority-shareholder-in-origis-energy-a-leading-u-s-renewable-energy-platform/ | https://origisenergy.com/insights/origis-energy-secures-1-billion-strategic-investment-from-brookfield-and-antin/ | https://www.antin-ip.com/investments/origis-energy/ | https://origisenergy.com/about-us/our-history/ | https://origisenergy.com/insights/origis-energy-celebrates-15-years-of-accelerating-the-transition-to-a-carbon-free-future/,,,
rockpoint-gas-storage__owner-1__brookfield-asset-management,9996,Rockpoint Gas Storage,United States / Canada,1,Brookfield Asset Management,n.a.,2016,2016,,Active,close,none,,"Jul 19, 2016 | Acquisition | Brookfield Infrastructure acquired an effective 40% interest in Niska Gas Storage, which was later rebranded as Rockpoint Gas Storage.",,https://www.rockpointgs.com/ | https://www.rockpointgs.com/Home/AboutUs | https://www.rockpointgs.com/docs/investorrelations/SEDAR/PDIE_Sept2025.pdf | https://www.sec.gov/Archives/edgar/data/1406234/000119312516762020/d271243dex991.htm | https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M372/K525/372525731.PDF,,,
scout-clean-energy__owner-1__brookfield-asset-management,10026,Scout Clean Energy,United States,1,Brookfield Asset Management,Brookfield Global Transition Fund,2022,2022,,Active,transactional_unspecified,none,,"Dec 16, 2022 | Acquisition | Brookfield Renewable finalized its acquisition of Scout Clean Energy from Quinbrook Infrastructure Partners.",,https://www.scoutcleanenergy.com/ | https://www.scoutcleanenergy.com/news/scout-clean-energy-acquired-by-brookfields | https://www.scoutcleanenergy.com/scout-clean-energy-acquisition-by-brookfield-renewables-finalized/ | https://bam.brookfield.com/press-releases/bci-norges-bank-investment-management-and-brookfield-partner-launch-northview-energy,,,
service-experts__owner-1__brookfield-asset-management,10056,Service Experts,United States / Canada,1,Brookfield Asset Management,n.a.,2018,2018,,Active,close,none,,"Oct 16, 2018 | Acquisition | Brookfield Infrastructure completed its acquisition of Enercare, including the Service Experts home-services platform.",,https://www.serviceexperts.com/about-us/ | https://www.serviceexperts.com/about-us/our-history/ | https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-completes-c43-billion-acquisition-enercare-inc | https://www.serviceexperts.com/,,,
sh-130-concession-company__owner-1__brookfield-asset-management,10084,SH 130 Concession Company,United States,1,Brookfield Asset Management,Brookfield Infrastructure Income Fund,2024,2024,,Active,close,none,,Dec 2024 | Acquisition | Brookfield Infrastructure Income Fund acquired its U.S. Toll Road (SH 130) investment.,,https://www.mysh130.com/ | https://www.mysh130.com/sh-130-concession-company-completes-restructuring-under-new-leadership/ | https://privatewealth.brookfield.com/sites/default/files/funds/tender-offer-funds/corporate-governance/brookfield-infrastructure-income-fund-holdings-q3.pdf | https://www.mysh130.com/traveler-info/reconstruction-project/,,,
smoky-mountain-hydroelectric-facilities__owner-1__brookfield-asset-management,10113,Smoky Mountain Hydroelectric Facilities,United States,1,Brookfield Asset Management,Brookfield Infrastructure Income Fund,2012,2012,,Active,transactional_unspecified,none,,"Nov 15, 2012 | Acquisition | Low Impact Hydropower Institute materials identify Brookfield's purchase of the former Alcoa hydro assets and the use of the Smoky Mountain Hydro name.",,https://lowimpacthydro.org/lihi-certificate-18-smoky-mountain-project-north-carolina/ | https://waterpowermagazine.com/news/tva-signs-10-year-ppa-with-argo-and-brookfields-smoky-mountain-hydro-facilities/ | https://privatewealth.brookfield.com/sites/default/files/funds/tender-offer-funds/brookfield-infrastructure-income-fund-presentation.pdf,,,
standard-solar__owner-1__brookfield-asset-management,10139,Standard Solar,United States,1,Brookfield Asset Management,Brookfield Global Transition Fund,2022,2022,,Active,close,none,,"Sep 29, 2022 | Acquisition | Brookfield announced the closing of its acquisition of Standard Solar and committed additional growth capital alongside the Scout Clean Energy agreement.",,https://standardsolar.com/ | https://standardsolar.com/company/ | https://standardsolar.com/news/brookfield-to-invest-up-to-2-billion-in-scout-clean-energy-and-standard-solar/ | https://standardsolar.com/blog/honoring-our-past-to-build-our-future/ | https://www.businesswire.com/news/home/20260316627025/en/Pluma-Construction-ForeFront-Power-and-Standard-Solar-Bring-48.4-MW-Community-Solar-Portfolio-to-New-Mexico,,,
terraform-power__owner-1__brookfield-asset-management,10170,TerraForm Power,United States / Canada,1,Brookfield Asset Management,n.a.,2017,2017,,Active,close,none,,"Oct 16, 2017 | Acquisition | Brookfield and its institutional partners closed the acquisition of a 51% interest in TerraForm Power and Brookfield assumed sponsorship. || Mar 7, 2017 | Acquisition | Brookfield announced that it would acquire a controlling stake and assume sponsorship of TerraForm Power.",,https://www.terraform.com/ | https://bn.brookfield.com/press-releases/brookfield-acquire-controlling-stake-and-assume-sponsorship-terraform-power | https://www.terraform.com/news-press/terraform-power-closes-merger-and-sponsorship-transaction/ | https://www.terraform.com/news-press/brookfield-renewable-and-terraform-power-enter-into-a-definitive-merger-agreement/ | https://www.terraform.com/news-press/terraform-power-closes-merger-with-brookfield-renewable-partners/,,,
trans-bay-cable-llc__owner-1__brookfield-asset-management,10202,Trans Bay Cable LLC,United States,1,Brookfield Asset Management,Brookfield Super-Core Infra,2026,2026,,Active,transactional_unspecified,none,,"Feb 5, 2026 | Acquisition | California regulators approved the transfer of a 50% indirect ownership interest in Trans Bay Cable to Brookfield Corporation subsidiary California Transmission Company L.P.",,https://www.transbaycable.com/ | https://www.transbaycable.com/company.html | https://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M598/K254/598254957.PDF | https://newsroom.nexteraenergy.com/2019-07-16-NextEra-Energy-Transmission-completes-acquisition-of-underwater-transmission-cable-system,,,
urban-grid__owner-1__brookfield-asset-management,10233,Urban Grid,United States,1,Brookfield Asset Management,n.a.,2022,2022,,Active,announced,none,,"Jan 26, 2022 | Acquisition | Brookfield Renewable announced the acquisition of Urban Grid.",,https://urbangridco.com/ | https://bep.brookfield.com/press-releases/bepc/brookfield-renewable-acquires-premier-renewable-developer-urban-grid-adding | https://bam.brookfield.com/press-releases/bci-norges-bank-investment-management-and-brookfield-partner-launch-northview-energy,,,
westinghouse-electric-company__owner-1__brookfield-asset-management,10260,Westinghouse Electric Company,United States / Canada,1,Brookfield Asset Management,Brookfield Global Transition Fund I,2023,2023,,Active,close,none,,"Nov 7, 2023 | Acquisition | Cameco and Brookfield completed the acquisition of Westinghouse.",,https://westinghousenuclear.com/ | https://www.cameco.com/media/news/cameco-and-brookfield-complete-acquisition-of-westinghouse-electric-company | https://info.westinghousenuclear.com/news/westinghouse-acquisition-by-brookfield-and-cameco-complete | https://bep.brookfield.com/press-releases/bep/cameco-and-brookfield-renewable-form-strategic-partnership-acquire-westinghouse,,,
acadia-renewable-energy__owner-1__carlyle-infrastructure,10290,Acadia Renewable Energy,United States,1,Carlyle Infrastructure,Carlyle Renewable & Sustainable Energy Fund,2020,2020,,Active,announced,none,,"Aug 25, 2020 | Acquisition | Carlyle and BNRG announced the acquisition of a Maine solar-development portfolio through newly established affiliate Acadia Renewable Energy.",,https://acadiaenergyllc.com/ | https://www.carlyle.com/media-room/news-release-archive/carlyle-group-partner-bnrg-largest-solar-portfolio-under | https://www.alternusce.com/alternus-clean-energy-and-acadia-energy-announce-jv-to-develop-200-mw-of-microgrid-projects-in-new-york-state-2/,,,
alphastruxure__owner-1__carlyle-infrastructure,10319,AlphaStruxure,United States,1,Carlyle Infrastructure,Carlyle Global Infrastructure Opportunity Fund,2019,2019,,Active,announced,none,,"Apr 12, 2019 | Financing | Carlyle and Schneider Electric announced the launch of AlphaStruxure.",,https://alphastruxure.com/ | https://www.carlyle.com/our-business/portfolio-of-investments/alphastruxure | https://www.carlyle.com/media-room/news-release-archive/carlyle-group-and-schneider-electric-extend-partnership-develop | https://www.carlyle.com/media-room/news-release-archive/alphastruxure-to-design-construct-and-operate-jfks-new-terminal-one-microgrid,,,
amp-energy__owner-1__carlyle-infrastructure,10349,Amp Energy,Canada,1,Carlyle Infrastructure,Carlyle Global Infrastructure Opportunity Fund / Renewable & Sustainable Energy Fund,2021,2021,,Active,announced,none,,"Jan 6, 2021 | Financing | Carlyle announced a $374 million strategic growth investment commitment to Amp Energy, with equity capital committed from Carlyle's Global Infrastructure Opportunity Fund and Renewable & Sustainable Energy Fund. || Nov 16, 2021 | Other | Amp and Distributed Sun announced a partnership on more than $100 million of New York community-solar projects.",,https://www.carlyle.com/media-room/news-release-archive/carlyle-makes-commitment-to-amp-energy | https://www.amp.energy/hubfs/Sustainability/Amp%20Energy%20Sustainability%20Report%202021.pdf?hsLang=en | https://www.amp.energy/news/amp-energy-and-distributed-sun-partner-on-over-100-million-of-ny-community-solar-projects | https://www.carlyle.com/media-room/news-release-archive/revera-launches-independent-energy-infrastructure-platform-backed,,,
ark-data-centers__owner-1__carlyle-infrastructure,10380,ARK Data Centers,United States,1,Carlyle Infrastructure,Carlyle Global Infrastructure Opportunity Fund,2022,2022,,Active,close,none,,"Feb 1, 2022 | Acquisition | Carlyle completed the acquisition of ARK Data Centers, then operating as Involta.",,https://www.arkdna.com/ | https://www.arkdna.com/about/ | https://www.arkdna.com/data-centers/data-center-locations/ | https://www.carlyle.com/media-room/news-release-archive/carlyle-acquire-expand-data-center-company-involta | https://www.arkdna.com/about/news/carlyle-s-acquisition-of-hybrid-cloud-data-center-provider-ark-closes/,,,
aspen-power__owner-1__carlyle-infrastructure,10411,Aspen Power,United States,1,Carlyle Infrastructure,n.a.,2022,2022,,Active,announced,none,,"Nov 3, 2022 | Financing | Carlyle announced a $350 million investment in Aspen Power.",,https://aspenpower.com/ | https://www.carlyle.com/media-room/news-release-archive/aspen-power-partners-announces-350-million-investment-from-carlyle-to-fuel-growth-and-acquisition-strategy | https://aspenpower.com/aspen-power-financing/ | https://aspenpower.com/team/,,,
cag-holdings-the-new-terminal-one-at-jfk__owner-1__carlyle-infrastructure,10442,CAG Holdings / The New Terminal One at JFK,United States,1,Carlyle Infrastructure,Carlyle Global Infrastructure Opportunity Fund,2019,2019,,Active,transactional_unspecified,none,,"Sep 19, 2019 | Financing | Carlyle identified CAG Holdings as a portfolio company of Carlyle Global Infrastructure Opportunity Fund and its dedicated U.S.-based airport infrastructure platform.",,https://www.carlyle.com/media-room/news-release-archive/dr-gerrard-p-bushell-named-executive-chair-new-terminal-one | https://www.anewjfk.com/ | https://www.panynj.gov/airports/en/jfk/new-terminal-one.html | https://www.carlyle.com/media-room/news-release-archive/carlyle-together-with-the-consortium-building-new-terminal-one-at-jfk-airport,,,
cardinal-renewables__owner-1__carlyle-infrastructure,10473,Cardinal Renewables,United States,1,Carlyle Infrastructure,Carlyle Renewable & Sustainable Energy Fund,2020,2020,,Active,close,none,,"2020 | Other | Carlyle said the platform launched with 12 operating assets and a broader development pipeline. || Jan 24, 2020 | Financing | Carlyle Renewable & Sustainable Energy Fund completed its original Cardinal Renewables investment with Alchemy Renewable Energy. || Jan 28, 2020 | Other | Alchemy Renewable Energy announced its partnership with Carlyle to form Cardinal Renewables. || Nov 13, 2020 | Acquisition | Cardinal Renewables announced a power purchase agreement for the Twittys Creek solar project.",,https://www.carlyle.com/esg/cardinal-renewables | https://alchemyenergy.com/carlyle-partners-with-alchemy/ | https://www.monarchprivate.com/impact-investing-news/view/cardinal-renewables-a-strategic-partnership-between-the-carlyle-group-and-alchemy-renewable-energy-secures-ppa-with-direct-energy-business/,,,
copia-power__owner-1__carlyle-infrastructure,10503,Copia Power,United States,1,Carlyle Infrastructure,n.a.,2021,2021,,Active,close,none,,Mar 2021 | Financing | Copia Power states that Carlyle invested in Birch Infrastructure and simultaneously launched Copia Power.,,https://www.copiapower.com/ | https://www.copiapower.com/overview | https://www.copiapower.com/history | https://www.copiapower.com/news/copia-power-closes-300-million-corporate-credit-facility-to-accelerate-development-and-procurement-efforts-on-its-western-solar-and-storage-portfolio,,,
