recordId,ownershipPeriodId,companyName,country,investmentFirm,currentVehicleName,databaseVehicleName,investmentYear,stake,attribution,confidence,attributedFundName,disclosedOrEstimatedFundName,currentLinkedFundName,linkedCanonicalFundName,targetLinkedFundName,rationale,evidenceUrls,sourceAuditStatus,applyEligible,proposedAction,fundDatabaseAction
OFA-A67BCB19CB69,cmrxpk8rp027bivhe191ench8,"Autopista Arco Norte, S.A. de C.V.",Mexico,OTPP,n.a.,n.a.,2016,,DIRECT_PROGRAM,HIGH,,,,,,Matched supplemental ownership detail: Firm: Ontario Teachers' Pension Plan | Fund: Not publicly disclosed. | Ownership Interest: 20% Supplemental detail states the fund was not publicly disclosed.,https://www.otpp.com/en-ca/about-us/news-and-insights/2016/impulsora-del-desarrollo-y-el-empleo-en-america-latina-s-a-b-de-c-v-cppib-and-ontario-teachers-pension-plan-create-strategic-partnership-to-invest-in/; https://www.cppinvestments.com/newsroom/cppib-invests-mexican-infrastructure/; https://www.arconorte.com.mx/en/about-us/; https://www.proyectosmexico.gob.mx/?language=en&p=4809&post_type=proyecto_inversion&so=1,n.a.,false,SET_DIRECT_PROGRAM,NONE
OFA-D0147E972ECF,cmrxpjsr001i7ivheqx7rw4kb,Autopistas Metropolitanas de Puerto Rico (Metropistas),United States,Axium Infrastructure,Axium Managed Funds,Axium Managed Funds,2020,,INFERRED,LOW,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,"Estimated by preserving the existing curated link to AxInfra Fund I-IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.winston.com/en/insights-news/proximo-americas-deals-of-the-year-2020; https://www.metropistas.com/; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://puertoricop3a.org/metropistas/; https://www.p3.pr.gov/highways-pr-22-pr-5/highways-pr-22-pr-5,Disclosed but generic,false,SET_INFERRED,NONE
OFA-40029A251165,cmrxpk5q9022livhe42dobnj1,Avantus,United States,KKR,KKR Global Climate Strategy,KKR Global Climate Strategy,2024,,INFERRED,MEDIUM,KKR Global Infrastructure Investors V,KKR Global Infrastructure Investors V,KKR Global Infrastructure Investors V,KKR Global Infrastructure Investors V,KKR Global Infrastructure Investors V,"Estimated by preserving the existing curated link to KKR Global Infrastructure Investors V; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.50, vintage 2024 is 0 years before investment, North America-relevant mandate.",https://avantus.com/news/avantus-announces-completion-of-acquisition-by-kkr-and-closing-of-usd522-million-development-facility; https://avantus.com/; https://avantus.com/news/kkr-invests-in-avantus-to-support-renewable-energy-deployment-in-the-united-states; https://www.kkr.com/insights/energy-transition,Disclosed but generic,false,SET_INFERRED,NONE
OFA-7093F464531C,cmrxpjz5b01seivhelnb7zna3,"Avolta Renewable Holdings, LLC",United States,Energy Capital Partners,"Joint venture by ECP and Avolta, LLC","Joint venture by ECP and Avolta, LLC",2022,,INFERRED,LOW,ECP Fund V,ECP Fund V,ECP Fund V,ECP Fund V,ECP Fund V,"Estimated by preserving the existing curated link to ECP Fund V; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.20, vintage 2022 is 0 years before investment, North America-relevant mandate.",https://www.ecpgp.com/equity/portfolio/avolta-renewable-holdings; https://avoltadevelopment.com/; https://avoltadevelopment.com/about-us/; https://avoltadevelopment.com/news/,n.a.,false,SET_INFERRED,NONE
OFA-0E810BE79942,cmrxpk2ic01xnivheikukl5qk,Avports,United States,Goldman Sachs Asset Management,West Street Infrastructure Partners III,West Street Infrastructure Partners III,2018,,DISCLOSED,HIGH,West Street Infrastructure Partners III,West Street Infrastructure Partners III,,,,Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners III | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://forosgroup.com/press_release/aviation-facilities-company-inc-and-afco-avports-management-llc-to-be-acquired-by-infrastructure-investment-funds-managed-by-goldman-sachs-merchant-banking-division/; https://www.avports.com/; https://www.avports.com/about/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-789E2CAE2551,cmrxpjsok01i2ivhex4m45yih,Axium Aster & Axium Bloom,Canada,Axium Infrastructure,Aster Joint Venture Limited Partnership,Aster Joint Venture Limited Partnership,2020,92.5% current (80% at 2020 entry),UNRESOLVED,HIGH,,,,,,"Reviewed evidence identifies separate Aster and Bloom holding vehicles and names AIC II for Aster, but it does not support one exact current fund assignment across both ownership periods. Both periods remain unlinked pending the separate fund review rather than being inferred to the generic AxInfra Fund I-IV record.",https://www.axiuminfra.com/2020/01/08/agecare-and-axium-infrastructure-form-a-partnership-to-share-ownership-of-five-continuing-care-facilities-in-alberta/?lang=en; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://www.goodmans.ca/expertise/case/revera-and-axium-infrastructure-form-a-joint-venture-to-acquire-and-share-ownership-of-32-long-term-care-homes; https://www.axiuminfra.com/wp-content/uploads/2022/06/Axium_2022_ESG_Report.pdf,Disclosed but generic,false,RESEARCH_REQUIRED,NONE
OFA-18EC5E5DB78F,cmsyv921z0006e36h8wvsbdhd,Axium Aster & Axium Bloom,Canada,Axium Infrastructure,Bloom Limited Partnership,Bloom Limited Partnership,2017,92.5% current (75% at 2017 entry),UNRESOLVED,HIGH,,,,,,"Reviewed evidence identifies separate Aster and Bloom holding vehicles and names AIC II for Aster, but it does not support one exact current fund assignment across both ownership periods. Both periods remain unlinked pending the separate fund review rather than being inferred to the generic AxInfra Fund I-IV record.",https://www.axiuminfra.com/2020/01/08/agecare-and-axium-infrastructure-form-a-partnership-to-share-ownership-of-five-continuing-care-facilities-in-alberta/?lang=en; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://www.axiuminfra.com/wp-content/uploads/2020/01/Website-Release_Project-Aster_Axium_en_Final.pdf; https://www.axiuminfra.com/wp-content/uploads/2022/06/Axium_2022_ESG_Report.pdf,Needs user review,false,RESEARCH_REQUIRED,NONE
OFA-F070EDBC8397,cmsyv922o0008e36hzrpvjgx4,Axium Aster & Axium Bloom,Canada,AgeCare,Aster Joint Venture Limited Partnership,Aster Joint Venture Limited Partnership,2020,7.5% current (20% at 2020 entry),UNRESOLVED,,,,,,,"Disclosure identifies a generic vehicle, account, client pool, or transaction structure rather than an exact fund. No credible fund candidate exists in the curated fund database.",https://www.axiuminfra.com/2020/01/08/agecare-and-axium-infrastructure-form-a-partnership-to-share-ownership-of-five-continuing-care-facilities-in-alberta/?lang=en; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://www.axiuminfra.com/wp-content/uploads/2020/01/Website-Release_Project-Aster_Axium_en_Final.pdf,Disclosed but generic,false,RESEARCH_REQUIRED,NONE
OFA-BD3A79D1FAB0,cmsyv922x0009e36hgi0oh55o,Axium Aster & Axium Bloom,Canada,AgeCare,Bloom Limited Partnership,Bloom Limited Partnership,2022,7.5% current; AgeCare acquired Revera's 15% interest in certain Alberta and British Columbia homes in 2022,UNRESOLVED,,,,,,,No exact fund disclosure could be classified safely by the audit rules. No credible fund candidate exists in the curated fund database.,https://www.axiuminfra.com/2020/01/08/agecare-and-axium-infrastructure-form-a-partnership-to-share-ownership-of-five-continuing-care-facilities-in-alberta/?lang=en; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://www.axiuminfra.com/wp-content/uploads/2020/01/Website-Release_Project-Aster_Axium_en_Final.pdf,Needs user review,false,RESEARCH_REQUIRED,NONE
OFA-F89FA1BDEBD4,cmrxpjt8o01j2ivhey92f3vsx,Axium Extendicare LTC II LP,Canada,Axium Infrastructure,Axium LTC Limited Partnership,Axium LTC Limited Partnership,2017,85% current (75% at formation),UNRESOLVED,HIGH,,,,,,"Reviewed current ownership evidence identifies Axium LTC Limited Partnership as the holding vehicle and Axium Infrastructure as the 85% owner, but does not disclose a commingled fund.",https://www.axiuminfra.com/2018/04/30/april-30-2018-revera-and-axium-infrastructure-form-a-joint-venture-to-share-ownership-of-32-long-term-care-homes/?lang=en; https://extendicare-1c124.kxcdn.com/app/uploads/2026/08/EXE-Q2-2026-Interim-MDA-vSedar2.pdf?x89279=; https://www.extendicare.com/app/uploads/2025/06/997.pdf,Needs user review,false,RESEARCH_REQUIRED,NONE
OFA-C94024319625,cmsyqdden000dgy6hngggcvdk,Axium Extendicare LTC II LP,Canada,Extendicare Inc.,Axium Extendicare LTC II LP,Axium Extendicare LTC II LP,2023,15% managed interest,DISCLOSED,MEDIUM,Axium Extendicare LTC II LP,Axium Extendicare LTC II LP,,,,Vehicle appears to be a named fund or listed vehicle but does not match funds.ts.,https://extendicare-1c124.kxcdn.com/app/uploads/2026/08/EXE-Q2-2026-Interim-MDA-vSedar2.pdf?x89279=; https://www.extendicare.com/app/uploads/2025/06/997.pdf; https://www.axiuminfra.com/2018/04/30/april-30-2018-revera-and-axium-infrastructure-form-a-joint-venture-to-share-ownership-of-32-long-term-care-homes/?lang=en,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-B09E265C1EB0,cmrxpjsrj01i8ivhesx7v6h49,Axium Great Plains Wind LLC,United States,Axium Infrastructure,Axium Managed Funds,Axium Managed Funds,2016,,INFERRED,LOW,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,"Estimated by preserving the existing curated link to AxInfra Fund I-IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-01-20-axium-infrastructure-press-release.pdf; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://www.axiuminfra.com/news/page/4/?lang=en&order=ASC; https://www.edpr.com/en,Disclosed but generic,false,SET_INFERRED,NONE
OFA-7210C874B839,cmrxpjugc01l1ivhe5nidzian,Aypa Power,United States / Canada,Blackstone,Blackstone Energy Transition Partners,Blackstone Energy Transition Partners,2020,,DISCLOSED,HIGH,Blackstone Energy Transition Partners,Blackstone Energy Transition Partners,,,,Matched supplemental ownership detail: Firm: Blackstone | Fund: Blackstone Energy Transition Partners | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.blackstone.com/news/press/blackstone-acquires-battery-energy-storage-pioneer-nrstor-c-i/; https://www.aypa.com/; https://www.aypa.com/nrstor-ci-relaunches-as-aypa-power-continues-to-lead-deployment-of-energy-storage-and-hybrid-renewables-across-north-america/; https://www.aypa.com/who-we-are/; https://www.aypa.com/what-we-do/,Verified fund,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-262BF01238BA,cmrxpk9pj028tivhe7x9kj8ob,BIG Fiber,United States,SDC,n.a.,n.a.,2020,,INFERRED,LOW,SDC Digital Infrastructure Opportunity Fund I,SDC Digital Infrastructure Opportunity Fund I,,SDC Digital Infrastructure Opportunity Fund I,,"Estimated from manager match 1.00, vintage 2017 is 3 years before investment, North America-relevant mandate, historical vehicle retained for attribution only; next candidate trails by 0.0 points. Public disclosure does not identify a distinct fund.",https://www.fierce-network.com/telecom/bandwidth-pitches-its-dark-fiber-alternative-big-name-rivals-3-key-markets; https://www.privsource.com/acquisitions/telecommunications/2020; https://sdccapitalpartners.com/investments/; https://bigfiber.com/; https://www.sec.gov/Archives/edgar/data/1723715/000095017218000095/xslFormDX01/primary_doc.xml,n.a.,false,SET_INFERRED,NONE
OFA-877FC8AE6C28,cmrxpjxd101pqivheeouv36t0,BKV-CIP Joint Venture,United States,Copenhagen Infrastructure Partners,Energy Transition Fund I,Energy Transition Fund I,2025,,DISCLOSED,HIGH,Energy Transition Fund I,Energy Transition Fund I,,,,"Matched supplemental ownership detail: Firm: Copenhagen Infrastructure Partners (via C Squared Solutions, Inc.) | Fund: Energy Transition Fund I | Ownership Interest: 49% Seed milestones or source evidence explicitly name the current fund vehicle.",https://ir.bkv.com/news-events/latest-news/detail/208/bkv-and-copenhagen-infrastructure-partners-announce-strategic-carbon-capture-joint-venture-with-500-million-investment; https://ir.bkv.com/financial-info/sec-filings/content/0001628280-25-024150/bkv-20250331.htm; https://ir.bkv.com/news-events/latest-news/detail/212/bkv-corporation-reports-second-quarter-2025-financial-and-operational-results-updated-2025-guidance-strategic-barnett-shale-acquisition-and-carbon-sequestered-gas-deal,Verified fund,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-1D5F1122F4E8,cmrxpjsgc01hqivheedhpy3oi,BTR,United States / Canada,Astatine Investment Partners,Astatine Investment Partners (Funds),Astatine Investment Partners (Funds),2021,,INFERRED,LOW,Alinda Infrastructure Fund III,Alinda Infrastructure Fund III,Alinda Infrastructure Fund III,Alinda Infrastructure Fund III,Alinda Infrastructure Fund III,"Estimated by preserving the existing curated link to Alinda Infrastructure Fund III; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2018 is 3 years before investment, North America-relevant mandate.",https://cassels.com/rep_work/alinda-capital-partners-acquires-big-truck-rental-and-0962667-b-c-ltd/; https://bigtruckrental.com/; https://astatineip.com/investment/btr/; https://bigtruckrental.com/history/; https://www.lincolninternational.com/transactions/astatine-investment-partners-has-recapitalized-big-truck-rental/,Disclosed but generic,false,SET_INFERRED,NONE
OFA-242DFCFC2B16,cmrxpkagy02a1ivhehgmanohg,BTR Jet Center,United States,Tallvine,n.a.,n.a.,2026,,INFERRED,LOW,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,"Estimated by preserving the existing curated link to Tallvine Middle Market Infrastructure Fund I; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, North America-relevant mandate.",https://www.businesswire.com/news/home/20260213283848/en/Tallvine-Backed-Velocity-FBO-Network-Expands-with-Acquisition-of-BTR-Jet-Center; https://www.globalair.com/articles/velocity-fbo-network-adds-fifth-location-with-btr-jet-center-acquisition/11949; https://btrjet.com/; https://www.ainonline.com/aviation-news/business-aviation/2026-02-13/velocity-fbo-network-adds-fifth-location,n.a.,false,SET_INFERRED,NONE
OFA-D4282D93BFB7,cmrxpk5ez0225ivhet3xjuggm,BWC Terminals,United States / Canada,J.P. Morgan Asset Management,Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),2019,,DISCLOSED,HIGH,Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Matched supplemental ownership detail: Firm: J.P. Morgan Asset Management | Fund: Infrastructure Investments Fund (IIF) | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://bwcterminals.com/contanda-llc-now-owned-by-institutional-investors-advised-by-j-p-morgan-asset-management/; https://bwcterminals.com/; https://bwcterminals.com/about/; https://bwcterminals.com/bw-terminals-and-contanda-unveil-new-corporate-brand-bwc-terminals/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-717B5CE09E73,cmrxpk1js01w6ivhed9t1fnk2,BYD EV Fleet Asset SPVs,United States,Generate Capital,Asset Owner,Asset Owner,2018,,DISCLOSED,HIGH,Asset Owner,Asset Owner,,,,Matched supplemental ownership detail: Firm: Generate Capital | Fund: Asset Owner | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.metro-magazine.com/news/byd-partners-to-launch-first-ever-electric-bus-leasing-program; https://generatecapital.com/technology-companies/; https://en.byd.com/page/59/?s=BYD,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-B50726CA1A65,cmrxpk6ma0241ivhepx73wo2d,"Back Bay Solar, LLC",United States,Manulife Investment Management,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,2024,,DISCLOSED,HIGH,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Matched supplemental ownership detail: Firm: Manulife Investment Management | Fund: Manulife Infrastructure Fund I | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team; https://casedocs.omniagentsolutions.com/cmsvol2/pub_47561/ee723603-978e-4a6c-b181-4500bc35cb22_509.pdf; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/partners,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-EBF22809DD5D,cmrxpk4tg0215ivheudtwgawq,Backhaul Network Services Inc.,Canada,IMCO,n.a.,n.a.,2025,,DIRECT_PROGRAM,HIGH,,,,,,"Matched supplemental ownership detail: Firm: Blackstone-led investor group (including IMCO, CPP Investments, CDPQ, PSP Investments and BCI) | Fund: Not publicly disclosed. | Ownership Interest: 49.9% Supplemental detail states the fund was not publicly disclosed.",https://about.rogers.com/news-ideas/rogers-closes-cdn7-billion-equity-investment-transaction/; https://www.blackstone.com/news/press/blackstone-completes-cdn7-billion-equity-investment-in-rogers-in-partnership-with-leading-canadian-institutional-investors/; https://www.sec.gov/Archives/edgar/data/733099/000095015725000296/ex99-2.htm; https://www.bci.ca/bci-supports-blackstones-investment-in-rogers-communications-infrastructure-joint-venture/,n.a.,false,SET_DIRECT_PROGRAM,NONE
OFA-DF0EF358E2DC,cmrxpk9oz028sivheef7r88wi,"Bandwidth Infrastructure Group, LLC d/b/a BIG Fiber",United States,SDC,n.a.,n.a.,2020,,INFERRED,LOW,SDC Digital Infrastructure Opportunity Fund I,SDC Digital Infrastructure Opportunity Fund I,,SDC Digital Infrastructure Opportunity Fund I,,"Estimated from manager match 1.00, vintage 2017 is 3 years before investment, North America-relevant mandate, historical vehicle retained for attribution only; next candidate trails by 0.0 points. Public disclosure does not identify a distinct fund.",https://www.fierce-network.com/telecom/bandwidth-pitches-its-dark-fiber-alternative-big-name-rivals-3-key-markets; https://www.privsource.com/acquisitions/telecommunications/2020; https://sdccapitalpartners.com/investments/; https://bigfiber.com/; https://bigfiber.com/about-us/; https://www.sec.gov/Archives/edgar/data/1723715/000095017218000095/xslFormDX01/primary_doc.xml,n.a.,false,SET_INFERRED,NONE
OFA-21376350B0E8,cmrxpjznb01t7ivheilbdagja,BayWa r.e. AG,United States / Mexico,EIP,Funds / consortium advised by EIP; current public stake is 49%.,Funds / consortium advised by EIP; current public stake is 49%.,2021,,DISCLOSED,MEDIUM,Funds / consortium advised by EIP; current public stake is 49%.,Funds / consortium advised by EIP; current public stake is 49%.,,,,Vehicle appears to be a named fund or listed vehicle but does not match funds.ts.,https://energy-infrastructure-partners.com/portfolio/baywa-r-e/; https://www.baywa-re.com/en/news/details/capital-increase-transaction-and-registration-completed; https://www.baywa-re.com/en/news/baywa-r-e-implements-comprehensive-financing-package; https://www.ecpgp.com/about/news-and-insights/press-releases/2020/energy-capital-partners-raises-68-billion-for-fund-iv-and-co-investment-pools,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-70E433DED36A,cmrxpk7rg025sivhe9dxk8h02,Bayonne Energy Center,United States,Morgan Stanley Infrastructure Partners,n.a.,n.a.,2018,,INFERRED,MEDIUM,North Haven Infrastructure Partners II (NHIP II),North Haven Infrastructure Partners II (NHIP II),North Haven Infrastructure Partners II (NHIP II),North Haven Infrastructure Partners II (NHIP II),North Haven Infrastructure Partners II (NHIP II),"Estimated by preserving the existing curated link to North Haven Infrastructure Partners II (NHIP II); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2015 is 3 years before investment, North America-relevant mandate, historical vehicle retained for attribution only.",https://www.morganstanley.com/im/en-us/capital-seeker/companies/bayonne-energy-center.html; https://www.morganstanley.com/press-releases/msip-agrees-to-sell-bayonne-energy-center; https://www.morganstanley.com/im/en-us/individual-investor/insights/press-release/msip-agrees-to-sell-bayonne-energy-center.html; https://www.nj.gov/bpu/pdf/energy/Bayonne_Energy_Center.pdf; https://www.morganstanley.com/im/en-dk/institutional-investor/about-us/newsroom/press-release/ms-nhip-ii-close.html; https://www.sec.gov/Archives/edgar/data/1747009/000110465919014910/a19-4320_28k.htm,n.a.,false,SET_INFERRED,NONE
OFA-1112B2E0753B,cmrxpjs8s01hbivhexajn3zmo,Bayonne water and wastewater concession,United States,Argo Infrastructure Partners,n.a.,n.a.,2017,,DISCLOSED,HIGH,AIA Energy North America LLC,AIA Energy North America LLC,,,,"Bayonne public records identify the transferred ownership entity as AIA Energy North America, an Argo-managed investment vehicle.",https://www.suez-asia.com/-/media/suez-global/files/publication/annual-report/document-de-reference-2018-en.pdf; https://www.globalwaterintel.com/articles/argo-deal-gives-apollo-water-infrastructure-exposure; https://efc.sog.unc.edu/wp-content/uploads/sites/1172/2021/07/Bayonne_Final_WEB.pdf; https://www.nj.gov/bpu/pdf/boardorders/2012/20121023/10-23-12-5B.pdf; https://www.bayonnenj.org/_Content/pdf/minutes/2017-05-17-Council-Minutes.pdf,n.a.,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-CAB1C605315B,cmrxpjv1301lwivheyhe8p3em,Beale Infrastructure,United States,Blue Owl,Blue Owl Digital Infrastructure,Blue Owl Digital Infrastructure,2024,,DISCLOSED,HIGH,Blue Owl Digital Infrastructure,Blue Owl Digital Infrastructure,,,,Matched supplemental ownership detail: Firm: Blue Owl Capital | Fund: Blue Owl Digital Infrastructure | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.businesswire.com/news/home/20251124189221/en/Beale-Infrastructure-Expands-Leadership-Team-and-Accelerates-Buildout-of-North-American-Digital-Infrastructure-Platform; https://bealeinfra.com/; https://bealeinfra.com/about/; https://bealeinfra.com/media/; https://wealth.blueowl.com/solutions/investment-strategy-real-assets-digital-infrastructure,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-ACDB417DE805,cmrxpjyqc01rqivheiou7knv7,Beanfield Metroconnect,Canada,DigitalBridge,DigitalBridge Equity,DigitalBridge Equity,2019,,DISCLOSED,HIGH,DigitalBridge Equity,DigitalBridge Equity,,,,Matched supplemental ownership detail: Firm: DigitalBridge | Fund: DigitalBridge Equity | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://blog.beanfield.com/digital-colony-acquires-beanfield-technologies-inc/; https://www.digitalbridge.com/portfolio/beanfield-metroconnect; https://www.digitalbridge.com/news/2023-07-18-omers-infrastructure-announces-strategic-investment-in-beanfield-metroconnect; https://www.beanfield.com/business/,Verified fund,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-4C94B0D10538,cmrxpk8lh0273ivhe33cjsxfs,Beanfield Technologies Inc.,Canada,OMERS Infrastructure,n.a.,n.a.,2023,,INFERRED,LOW,OMERS Infrastructure,OMERS Infrastructure,OMERS Infrastructure,OMERS Infrastructure,OMERS Infrastructure,"Estimated by preserving the existing curated link to OMERS Infrastructure; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.omers.com/news/omers-infrastructure-announces-strategic-investment-in-beanfield-metroconnect; https://blog.beanfield.com/digital-colony-acquires-beanfield-technologies-inc/; https://blog.beanfield.com/beanfield-technologies-expands-fiber-footprint-into-montreal-with-acquisition-of-openface/; https://blog.beanfield.com/beanfields-new-partnership-with-omers-infrastructure/; https://www.mccarthy.ca/en/experience/omers-infrastructure-management-inc-completes-investment-in-beanfield-technologies-inc,n.a.,false,SET_INFERRED,NONE
OFA-01E34FE69313,cmrxpjw8801ntivheli2ufut0,Bear Creek Hydro Project,Canada,"Connor, Clark & Lunn",n.a.,n.a.,2019,,INFERRED,LOW,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,"Estimated by preserving the existing curated link to CCL Private Client Infrastructure Portfolio; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://cclinfrastructure.cclgroup.com/cases/bear-creek-hydro-project/; https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/; https://cclinfrastructure.cclgroup.com/sub_sector/hydro/,n.a.,false,SET_INFERRED,NONE
OFA-2B14B43A86E7,cmrxpjxck01ppivheowqkdfan,Beehive Battery Energy Storage System,United States,Copenhagen Infrastructure Partners,CI V,CI V,2025,,DISCLOSED,HIGH,CI V,CI V,,,,Matched supplemental ownership detail: Firm: Copenhagen Infrastructure Partners | Fund: CI V | Ownership Interest: 100% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.edf-re.com/press-release/copenhagen-infrastructure-partners-acquires-beehive-battery-energy-storage-system-in-arizona-from-edf-power-solutions-north-america/; https://www.edf-re.com/projects/; https://www.edf-re.com/project/beehive-storage/; https://www.edf-re.com/press-release/edf-renewables-north-america-and-arizona-public-service-energy-storage-power-purchase-agreement/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-1E01BBACAE72,cmrxpjyaz01r3ivhei2mcwgri,"Bernhard, LLC",United States,CVC DIF,DIF Infrastructure VI,DIF Infrastructure VI,2021,,DISCLOSED,HIGH,DIF Infrastructure VI,DIF Infrastructure VI,DIF Infrastructure VI,DIF Infrastructure VI,DIF Infrastructure VI,Matched supplemental ownership detail: Firm: CVC DIF | Fund: DIF Infrastructure VI | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.bernhardcapital.com/bernhard-capital-partners-completes-sale-of-bernhard-llc-to-dif-capital-partners/; https://www.cvcdif.com/news-insights/dif-capital-partners-invests-in-sustainability-and-energy-solutions-with-acquisition-of-bernhard-llc; https://enfrasolutions.com/about; https://www.prnewswire.com/news-releases/bernhard-rebrands-as-enfra-to-reflect-energy-infrastructure-leadership-and-future-growth-302443445.html,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-2040F45BEB5E,cmrxpk2wr01yaivheb7nqjfj0,Best Trash,United States,H.I.G. Capital,n.a.,n.a.,2024,,INFERRED,MEDIUM,H.I.G. Infrastructure Partners Fund I,H.I.G. Infrastructure Partners Fund I,H.I.G. Infrastructure Partners Fund I,H.I.G. Infrastructure Partners Fund I,H.I.G. Infrastructure Partners Fund I,"Estimated by preserving the existing curated link to H.I.G. Infrastructure Partners Fund I; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2021 is 3 years before investment, North America-relevant mandate.",https://hig.com/news/h-i-g-infrastructure-completes-acquisition-of-best-trash/; https://best-trash.com/about/; https://best-trash.com/,n.a.,false,SET_INFERRED,NONE
