"changeId","action","requestedManager","canonicalManager","legacyId","baselineFundName","proposedFundName","confidence","vehicleType","lifecycle","northAmericaBasis","additionSizeGateBasis","additionSizeGateRationale","field","before","after","rationale","reviewReasons","evidenceUrls"
"ADD-016","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners II, LP","HIGH","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Switch","DISCLOSED_USD_EQUIVALENT","$8.2B final close; structured USD size is at least $1B","regions","—","North America","No corresponding repository entry.","CREATE","https://www.digitalbridge.com/insights/news"
"ADD-016","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners II, LP","HIGH","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Switch","DISCLOSED_USD_EQUIVALENT","$8.2B final close; structured USD size is at least $1B","sourceUrls","—","https://www.digitalbridge.com/insights/news","No corresponding repository entry.","CREATE","https://www.digitalbridge.com/insights/news"
"ADD-016","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners II, LP","HIGH","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Switch","DISCLOSED_USD_EQUIVALENT","$8.2B final close; structured USD size is at least $1B","strategyUrl","—","https://www.digitalbridge.com/","No corresponding repository entry.","CREATE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","managerName","—","DigitalBridge","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","fundName","—","DigitalBridge Partners, LP","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","ticker","—","—","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","investmentStrategy","—","Value-add digital infrastructure across connectivity and data platforms.","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","size","—","$4.05B final close","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sizeUsdMm","—","4050","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sizeNativeCurrency","—","USD","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sizeNativeAmount","—","4050000000","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sizeBasis","—","FINAL_CLOSE","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sizeAsOf","—","2019-05-01","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sizeUsdFxRate","—","—","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sizeUsdFxDate","—","—","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","vintage","—","2017","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","strategies","—","Value-Add","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","structure","—","Closed-End","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","fundStatus","—","Financial Close","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sectors","—","Digital","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","regions","—","North America","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","sourceUrls","—","https://www.digitalbridge.com/insights/news","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-017","CREATE","DigitalBridge","DigitalBridge","—","—","DigitalBridge Partners, LP","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Zayo","DISCLOSED_USD_EQUIVALENT","$4.05B final close; structured USD size is at least $1B","strategyUrl","—","https://www.digitalbridge.com/","Missing from repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://www.digitalbridge.com/insights/news"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","managerName","—","Harbert Management Corporation","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","fundName","—","Gulf Pacific Power, LLC","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","ticker","—","—","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","investmentStrategy","—","North American power infrastructure investment vehicle targeting renewable and conventional generation.","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","size","—","$2.113B AUM","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sizeUsdMm","—","2113.01","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sizeNativeCurrency","—","USD","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sizeNativeAmount","—","2113006249","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sizeBasis","—","AUM","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sizeAsOf","—","2026-03-31","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sizeUsdFxRate","—","—","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sizeUsdFxDate","—","—","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","vintage","—","Not disclosed","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","strategies","—","Core-Plus","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","structure","—","Closed-End","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","fundStatus","—","Financial Close","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sectors","—","Power & ET","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","regions","—","North America","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","sourceUrls","—","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-018","CREATE","Harbert Management Corp","Harbert Management Corporation","—","—","Gulf Pacific Power, LLC","MEDIUM","NAMED_FUND","CLOSED_ACTIVE","VERIFIED_CURRENT_NA_HOLDING: Desert Sunlight Solar","DISCLOSED_USD_EQUIVALENT","$2.113B AUM; structured USD size is at least $1B","strategyUrl","—","https://www.harbert.net/investment-strategies/infrastructure/","Active infrastructure investment vehicle not represented in repository snapshot.","CREATE | MEDIUM_CONFIDENCE","https://reports.adviserinfo.sec.gov/reports/ADV/110577/PDF/110577.pdf | https://www.harbert.net/wp-content/uploads/2024/07/2024-HMC-Responsible-Investment-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","managerName","—","InfraRed Capital Partners","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","fundName","—","InfraRed Infrastructure Fund VI","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","ticker","—","—","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","investmentStrategy","—","Value-add infrastructure equity strategy targeting energy transition, digital and transport assets across OECD markets including North America.","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","size","—","$1.8B final close","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","sizeUsdMm","—","1800","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","sizeNativeCurrency","—","USD","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","sizeNativeAmount","—","1800000000","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","sizeBasis","—","FINAL_CLOSE","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
"ADD-019","CREATE","InfraRed Capital Partners","InfraRed Capital Partners","—","—","InfraRed Infrastructure Fund VI","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$1.8B final close; structured USD size is at least $1B","sizeAsOf","—","2024-03-01","Fund VI is a current flagship vehicle with North American mandate and active holdings but is not present in the repository snapshot.","CREATE","https://www.ircp.com/news/infrared-closes-infrastructure-fund-vi/ | https://www.ircp.com/wp-content/uploads/2026/06/InfraRed-2026-Sustainability-Report.pdf"
