runId,proposalHash,action,legacyId,managerName,fundName,field,before,after,confidence,evidenceUrls
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",investmentStrategy,null,"""North American value-added energy infrastructure investments across power and midstream assets.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",legacyId,null,"""FUND-153""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",managerName,null,"""ArcLight Capital Partners""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",regions,null,"[""North America""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sectors,null,"[""Midstream"",""Power & ET""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",size,null,"""$5.575B commitments""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeAsOf,null,"""2015-07-29""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeBasis,null,"""COMMITMENTS""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeNativeAmount,null,"""5575000000""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeNativeCurrency,null,"""USD""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeUsdMm,null,5575,HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sourceUrls,null,"[""https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html""]",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",strategies,null,"[""Value-Add""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",strategyUrl,null,"""https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",structure,null,"""Closed-End""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",vintage,null,"""2015""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",fundName,null,"""ArcLight Energy Partners Fund VII, L.P.""",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",investmentStrategy,null,"""Value-added direct investments in power, renewable and midstream infrastructure.""",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",legacyId,null,"""FUND-154""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",managerName,null,"""ArcLight Capital Partners""",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",regions,null,"[""North America""]",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sectors,null,"[""Midstream"",""Power & ET"",""Utilities""]",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",size,null,"""Approximately $3.4B commitments""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeAsOf,null,"""2020-02-03""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeBasis,null,"""COMMITMENTS""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeNativeAmount,null,"""3400000000""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeNativeCurrency,null,"""USD""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeUsdMm,null,3400,HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sourceUrls,null,"[""https://arclight.com/portfolio-services/"",""https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html""]",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",strategies,null,"[""Value-Add""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",strategyUrl,null,"""https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",structure,null,"""Closed-End""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",vintage,null,"""2020""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",fundName,null,"""Ares Climate Infrastructure Partners, L.P.""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital; https://www.sec.gov/Archives/edgar/data/1810559/000156761921012462/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",investmentStrategy,null,"""Value-add climate infrastructure strategy directly originating flexible-capital investments in renewable energy, energy efficiency, storage, electric-vehicle infrastructure, transmission and other energy-transition assets and companies.""",HIGH,https://www.areswms.com.au/wp-content/uploads/Ares_Sustainability_Report-vF-2021F.pdf; https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",legacyId,null,"""FUND-155""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",managerName,null,"""Ares Management""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital; https://www.sec.gov/Archives/edgar/data/1810559/000156761921012462/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",regions,null,"[""North America""]",HIGH,https://www.areswms.com.au/wp-content/uploads/Ares_Sustainability_Report-vF-2021F.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",sectors,null,"[""Power & ET"",""Utilities""]",HIGH,https://www.areswms.com.au/wp-content/uploads/Ares_Sustainability_Report-vF-2021F.pdf; https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",size,null,"""$1.4B final close""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",sizeAsOf,null,"""2021-12-16""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",sizeBasis,null,"""FINAL_CLOSE""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",sizeNativeAmount,null,"""1400000000""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",sizeNativeCurrency,null,"""USD""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",sizeUsdMm,null,1400,HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",sourceUrls,null,"[""https://www.areswms.com.au/wp-content/uploads/Ares_Sustainability_Report-vF-2021F.pdf"",""https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital"",""https://www.sec.gov/Archives/edgar/data/1810559/000156761921012462/xslFormDX01/primary_doc.xml""]",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",strategies,null,"[""Greenfield"",""Value-Add""]",HIGH,https://www.areswms.com.au/wp-content/uploads/Ares_Sustainability_Report-vF-2021F.pdf; https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",strategyUrl,null,"""https://www.ares.com/us/businesses-and-products/our-businesses/infrastructure""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",structure,null,"""Closed-End""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital; https://www.sec.gov/Archives/edgar/data/1810559/000156761921012462/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",vintage,null,"""2018""",HIGH,https://www.sec.gov/Archives/edgar/data/1810559/000156761921012462/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,fundName,null,"""BlackRock Global Energy & Power Infrastructure Fund III""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,fundStatus,null,"""Financial Close""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.blackrock.com/corporate/literature/whitepaper/blackrock-infrastructure-impact-report.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,investmentStrategy,null,"""Global direct-equity energy and power infrastructure fund investing across power, energy-transition, utility, and midstream infrastructure.""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,legacyId,null,"""FUND-159""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,managerName,null,"""BlackRock""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,regions,null,"[""Asia-Pacific"",""Europe"",""North America""]",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.blackrock.com/corporate/literature/whitepaper/blackrock-infrastructure-impact-report.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,sectors,null,"[""Midstream"",""Power & ET"",""Utilities""]",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.blackrock.com/corporate/literature/whitepaper/blackrock-infrastructure-impact-report.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,size,null,"""$5.1B final close""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,sizeAsOf,null,"""2020-04-15""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,sizeBasis,null,"""FINAL_CLOSE""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,sizeNativeAmount,null,"""5100000000""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,sizeNativeCurrency,null,"""USD""",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,sizeUsdMm,null,5100,HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,sourceUrls,null,"[""https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf"",""https://www.blackrock.com/corporate/literature/whitepaper/blackrock-infrastructure-impact-report.pdf"",""https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third""]",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,strategies,null,"[""Core-Plus""]",HIGH,https://puc.sd.gov/commission/dockets/HydrocarbonPipeline/2022/HP22-001/testimony/intervenors/NDuganAttach2.pdf; https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-159,BlackRock,BlackRock Global Energy & Power Infrastructure Fund III,strategyUrl,null,"""https://www.nasdaq.com/press-release/blackrock-raises-us%245.1-billion-for-global-energy-power-infrastructure-fund-iii-third""",HIGH,
